,pdate,pdate 2,marka,cheader,cheader 2,comments
278,Mar 05,2018,Focus ES 2.0L,Bad Hesitation/Jerking When Starting From A Stop Position,"83,931 miles","['transmission', 'problem', 'started', 'like', 'loss', 'trans', 'engagement', 'lack', 'power', 'check', 'engine', 'light', 'time', 'dealer', 'wont', 'honor', 'warranty', 'well', 'known', 'problem', 'focus', 'complained', 'first', 'serviceis', 'problem', 'part', 'class', 'action', 'suit', 'ford', 'need', 'lawyer']"
279,May 09,2017,Focus ES 2.0L,Bad Hesitation/Jerking When Starting From A Stop Position,"69,060 miles","['problem', 'started', 'like', 'lost', 'transmission', 'engagement', 'driving', 'slipping', 'transmission', 'fault', 'message', 'dealer', 'replaced', 'tcm', 'warranty', 'recommend', 'clutch', 'job', '2000']"
280,Dec 01,2015,Focus SE 2.0L,Bad Hesitation/Jerking When Starting From A Stop Position,"6,835 miles","['took', '4', 'time', 'bringing', 'time', 'worse', 'problem', '6', 'month', 'finally', 'fixed', 'first', 'two', 'time', 'said', 'normal', 'third', 'time', 'recalibrated', 'tcm', '4th', 'told', 'leaving', 'new', 'clutch', 'put', 'week', 'later', 'clutch', 'originally', 'said', 'would', '3', 'monthswhat', 'also', 'happened', '6', 'month', 'fiasco', 'gas', 'mileage', 'kept', 'getting', 'worse', 'averaging', '78', '91', 'litre', 'per', '100', 'km', 'good', '6', 'month', 'started', 'act', 'bit', 'ever', 'since', 'march', '2018', 'gotten', 'point', '3rd', 'time', 'brought', 'first', 'time', 'worse', 'driven', 'usually', 'wife', 'drive', 'bit', 'weekend', 'two', 'weekend', 'ago', 'drove', 'focus', 'approximately', '100', 'km', 'day', 'went', 'shopping', 'different', 'mall', 'shuttering', 'got', 'worse', 'point', 'left', 'corner', 'would', 'shutter', 'convulsively', '50', 'yard', 'wife', 'tell', 'get', 'see', 'first', 'hand', 'talking']"
281,Dec 22,2017,Focus SE V4,Bad Hesitation/Jerking When Starting From A Stop Position,"30,000 miles","['recall', 'list', 'bought', 'car', '2016', 'wait', 'couple', 'month', 'part', 'get', 'fixed', 'fixed', 'jan', '2017', 'problem', 'come', 'back', 'late', '2017', 'less', 'year', 'fixed', 'checked', 'last', 'oil', 'change', 'july', '2017', 'beach', 'ford', 'service', 'didnt', 'feel', 'anything', '2318', 'car', 'oil', 'change', 'let', 'know', 'shuddering', 'acceleration', 'back', 'said', 'would', 'schedule', 'appointment', 'week', 'mon', 'fri', '8am', '5pm', 'tech', 'diagnose', 'would', 'probably', 'charged', 'diagnostic', 'test']"
282,Aug 13,2022,A4 2.0L,Engine Failure,"75,390 miles","['bought', 'car', 'carvana', 'june', '15', '2022', 'april', '15', '2022', 'engine', 'failed', 'without', 'warning', 'waiting', 'response', 'silver', 'rock', 'warranty', 'company', 'see', 'paid', 'took', '6', 'hour', 'get', 'tow', 'truck', 'way', 'informed', 'tow', 'already', 'found', 'tow', 'took', '20', 'min', 'sure', 'who', 'fault', 'audi', 'carvana', '20k', 'car', 'carvana', 'worst', 'car', 'buying', 'experience', 'ever', 'see', 'resolve', 'issue', 'post', 'another', 'isso', '6', 'mo', 'still', 'car', 'back', 'carvana', 'silverrock', 'dont', 'seem', 'care', 'customer', 'get', 'money', 'lost', 'job', 'cant', 'look', 'another', 'one', 'get', 'transportation', 'fact', 'live', 'rual', 'area', 'day', 'day', 'week', 'week', 'month', 'month', 'waiting', 'still', 'car']"
283,Jan 12,2022,A4 2.0t,Engine Failure,"110,170 miles","['purchased', 'car', 'january', '12th', '2022', 'cvt', 'slipping', 'took', 'mechanic', 'f', 'engine', 'pressure', 'cylinder', '2', 'mechanic', 'looked', 'there', 'broken', 'piston', 'ring', 'car', 'undrivable', 'seriously', 'tow', 'po', 'started', 'googling', 'found', 'there', 'class', 'action', 'suit', 'audi', 'knew', 'problem', 'want', 'basically', 'want', 'money', 'back', 'paid', 'steaming', 'white', 'dog', 'turd']"
284,Dec 01,2021,A4 2.0L,Engine Failure,"96,000 miles","['timing', 'chain', 'failed', 'caused', 'damage', 'engine', 'mechanic', 'suggesting', 'complete', 'engine', 'replacement']"
285,Oct 09,2017,A4 Premium 2.0t,Engine Failure,"59,000 miles","['purchased', 'slightly', 'used', '2013', 'a4', '20k', 'mile', 'driving', 'gym', 'home', '35mph', 'felt', 'car', 'losing', 'power', 'check', 'engine', 'light', 'continued', 'driving', 'next', 'half', 'mile', 'home', 'used', 'check', 'engine', 'device', 'get', 'engine', 'misfire', 'code', 'thinking', 'could', 'bad', 'spark', 'plug', 'called', 'dealer', 'asked', 'bring', 'check', 'nearest', 'dealer', '100', 'mile', 'away', 'towed', 'waited', 'diagnosisthey', 'found', 'broken', 'piston', 'ring', 'causing', 'chamber', 'low', 'pressure', 'solution', 'replace', 'entire', 'engine', 'cheaper', 'trying', 'repair', 'engine', 'would', 'cost', '13000', 'including', 'install', 'heart', 'dropped', 'moment', 'luckily', 'found', 'third', 'party', 'extended', 'warranty', 'fight', 'third', 'party', 'took', 'three', 'month', 'convince', 'issue', 'wanted', 'dealer', 'open', 'engine', 'see', 'root', 'cause', 'failure', 'denied', 'request', 'open', 'engine', 'end', 'end', 'denying', 'repair', 'reason', 'pay', 'man', 'hour', 'itafter', 'persistence', 'decided', 'replace', 'engine', 'used', 'engine', 'sent', 'dealer', 'okay', 'since', 'need', 'car', 'road', 'intended', 'sell', 'anywayi', 'paid', '100', 'deductible', 'took', 'car', 'driving', 'car', 'day', 'started', 'noticing', 'clicking', 'noise', 'push', 'gas', 'little', 'hard', 'couple', 'week', 'traded', 'toyota', 'audi', 'much', 'love']"
286,Sep 17,2015,A4 Premium 2.0L T,Engine Failure,"116,017 miles","['8978', 'cost', 'last', '20', 'turbo', 'engine', 'replacement', '5', 'month', 'ago', 'went', 'used', 'engine', '9000', 'mile', 'ive', 'put', '25000', 'mile', 'engine', 'fine', 'first', '10000', 'mile', 'starting', 'using', 'oiljust', 'like', 'last', 'onei', 'public', 'relation', 'nightmare', 'audi', 'usa', 'see', 'young', 'high', 'income', 'demographic', 'buyer', 'day', 'long', 'ask', 'like', 'audi', 'tell', 'decide', 'buy', 'one', 'see', 'previous', 'posting', 'first', 'engine', 'replacementi', 'looking', 'additional', '9000', '15000', 'engine', 'replacement', 'cost', '2', 'year', 'old', 'car', 'still', 'owe', '22000', '25000', '2', 'engine', 'replacement', 'year', 'timeso', 'wedded', 'audi', 'wait', 'get', 'going', 'audi', 'engine', 'suck', 'website', 'search', 'engine', 'optimized', 'course', 'come', 'top', '5', '10', 'every', 'search', 'search', 'engine']"
287,Mar 10,2015,A4 Premium 2.0L T,Engine Failure,"89,662 miles","['audi', 'known', 'problem', 'piston', 'ring', 'long', 'long', 'time', 'many', 'year', 'website', 'claim', '1', '27', 'engine', 'failure', 'rate', 'auto', 'warranty', 'writer', 'audi', 'high', 'compression', 'engine', 'turbosthe', '20', 'turbo', 'engine', 'audi', 'volkswagen', 'putting', 'many', 'many', 'car', 'suv', '20', 'car', 'second', 'engine', 'failure', 'due', 'ring', 'year', 'going', 'dealer', 'discus', 'warranty', 'barely', 'warranty', 'failed', 'first', 'time', 'require', 'complete', 'engine', 'replacementfurther', 'public', 'relation', 'nightmare', 'audi', 'usa', 'see', 'high', 'income', 'demographic', 'buyer', 'regular', 'work', 'day', 'long', '5', '6', 'day', 'week', 'ask', 'like', 'audi', 'a4', 'tell', 'like', 'bad', 'girl', 'friend', 'exciting', 'car', 'drive', 'drive', 'easy', 'care', 'take', 'place', 'give', 'status', 'give', 'lot', 'money', 'love', 'wont', 'love', 'back', '2', 'engine', 'replacement', 'due', 'pistonring', 'failure', 'car', '2', 'year', 'old', '9000', '15000', 'engine', 'replacementi', 'probably', 'discourage', '5', '10', 'people', 'week', 'going', 'buy', 'audi', 'buying', 'one', 'guess', 'many', 'people', 'tell', 'guess', 'tell', 'audi', 'owner', 'also', 'ask', 'car', 'start', 'using', 'lot', 'oil', 'complain', 'like', 'hell', 'insist', 'compression', 'test', 'warranty', 'period', 'get', 'lawyer', 'several']"
288,Apr 08,2014,Fiesta,Jerking/Shuddering/Hesitation When Accelerating,"11,500 miles","['040814', 'car', 'losing', 'acceleration', 'driving', '45', 'mph', 'major', 'road', 'acceleration', 'slowed', 'eventually', 'completely', 'stopped', 'middle', 'road', 'gear', 'display', 'flashing', 'p', 'towed', 'car', 'cal', 'worthington', 'ford', 'anchorage', 'called', '041114', 'verified', 'cel', 'self', 'test', 'p06b8', 'p0884', 'ran', 'oasisfound', 'tsb', '13112', 'reprogrammed', 'pcm', 'tcm', 'performed', 'transmission', 'clutch', 'adaptive', 'learn', 'clear', 'code', 'retestpassi', 'picked', 'car', '3', 'day', 'later', '041414', 'car', 'experienced', 'symptom', '040814', 'car', 'could', 'accelerate', 'stalled', 'traffic', 'major', 'highway', 'gear', 'display', 'flashing', 'p', 'towed', 'car', 'back', 'cal', 'worthington', 'ford', 'car', 'month', '050914', 'ready', 'replaced', 'clutch', 'supposedly', 'receive', 'paperwork', 'saying', '051314', 'acceleration', 'slowed', 'gear', 'display', 'switching', 'p', 'r', 'l', 'towed', 'back', 'cal', 'worthington', 'car', '052114', 'self', 'testp06b8', 'tested', 'charging', 'system', 'batt', 'batt', 'pas', 'end', 'charge', '143v', 'constant', 'update', 'available', 'cleared', 'code', 'retest', 'p06b8', 'come', 'back', 'replace', 'pcm', 'programmed', 'pcm', 'key', 'performed', 'trans', 'clutch', 'adaptive', 'strategy', 'clear', 'code', 'retestpass', 'test', 'drive', 'run', 'drive', 'fine', 'light', 'next', 'day', 'engine', 'stopped', 'street', 'gear', 'display', 'flashing', 'dprl', 'towed', 'back', 'cal', 'worthington', 'car', '060514', 'paperwork', 'repair']"
289,Oct 10,2016,Fiesta,Jerking/Shuddering/Hesitation When Accelerating,"62,387 miles","['101016', 'car', 'shuddering', 'hit', '10', 'mph', 'shifting', 'p', 'brought', 'cal', 'worthington', 'alaska', 'tested', 'trans', 'operation', 'found', 'trans', 'clutch', 'shudder', 'checked', 'oasis', '15b22', 'tsb', '160109', 'pp', 'test', 'n', 'checked', 'dtcs', 'tcm', 'none', 'found', 'reflashed', 'pcmtcm', 'performed', 'adaptive', 'clutch', 'learni', 'test', 'drove', 'vehicle', 'recorded', 'shudder', 'event', 'uploaded', 'data', 'ford', 'acquired', 'rvc', 'code', 'rpfhfpc8nry5f', 'ordered', 'clutch', 'tsb', '160109', 'performed', '160198b', '06', 'raised', 'vehicle', 'removed', 'trans', 'assembly', 'inspected', 'trans', 'leak', 'none', 'found', 'replaced', 'clutch', 'throwout', 'bearing', 'small', 'snapring', 'performed', 'clutch', 'adaptive', 'learn', 'test', 'drove', 'finding', 'operation', 'normal']"
290,Apr 01,2016,Fiesta,Jerking/Shuddering/Hesitation When Accelerating,"57,790 miles","['04012016', 'car', 'shuddering', 'driving', '10', 'mph', 'rpm', 'working', 'correctly', 'gear', 'shifting', 'incorrectly', 'brought', 'car', 'cal', 'worthington', 'ford', 'alaska', 'diagnosis', 'see15b22', 'reprogrammed', 'pcm', 'tcm', 'performed', 'shift', 'drum', 'clutch', 'relearn', 'cleared', 'code', 'ok']"
291,Aug 27,2020,Fiesta,Jerking/Shuddering/Hesitation When Accelerating,"97,555 miles","['driving', 'car', 'city', 'highway', 'started', 'changing', 'gear', 'aggressively', 'rpm', 'went', 'high', 'driving', '2030', 'mph', 'dropped', 'reaching', '40', 'mph', 'pull', 'far', 'right', 'lane', 'put', 'flasher', 'could', 'safely', 'drive', 'speed', 'limit', '65', 'pulled', 'highway', 'pulled', 'car', 'parking', 'lot', 'check', 'would', 'go', 'reverse', 'would', 'restart', 'jumped', 'car', 'pushed', 'parking', 'spot', 'drove', 'kendall', 'ford', 'dealership', 'service', 'dept', 'get', 'looked', 'diagnosed', 'clutch', 'needed', 'replaced', '3000', 'part', 'neededfa6z7b546b', 'clutch', 'asy', '66077', 'ca6z7515j', 'lever', 'asy', '21499']"
292,Jun 15,2016,Fiesta SE 4 cyl,Jerking/Shuddering/Hesitation When Accelerating,"100,000 miles","['ive', 'problem', 'transmission', 'first', 'day', 'bought', 'transmission', 'didnt', 'want', 'shift', 'properly', 'ford', 'fix', 'problem', 'jerk', 'really', 'bad', 'time', 'happens', 'almost', 'get', 'whip', 'lash', 'gas', 'mileage', 'terrible', 'also', 'dont', 'know', 'transmission', 'know', 'getting', 'annoyingit', 'happens', 'stop', 'start', 'going', 'jerk', 'sometimes', 'point', 'dont', 'know', 'die']"
293,Jul 20,2016,Fiesta DB,Jerking/Shuddering/Hesitation When Accelerating,"165,000 miles","['took', 'car', 'transmission', 'repair', 'replaced', 'clutch', 'part', 'first', 'time', 'second', 'time', 'month', 'later', 'said', 'warrantied', 'anymore', 'told', 'would', 'cost', '2000', 'fix', '165000', 'mile', 'guarantee', 'problem', 'would', 'need', 'new', 'transmission', 'car', 'would', 'paid', '18', 'month', 'instead', 'told', 'buy', 'another', 'car', 'would', 'shift', 'would', 'go', '30', 'mile', 'per', 'hour', 'rattle', 'hesitated', 'pulling', 'traffic', 'stop', 'sign', 'light', 'scary', 'car', 'full', 'kid', '51', 'year', 'old', 'want', 'buy', 'another', 'car', 'point', 'felt', 'put', 'position', 'choice', 'reliable', 'vehicle', 'get', 'back', 'forth', 'school', 'work', 'quality', 'car', 'expected', 'life', 'span', 'like', 'old', 'day', 'would', 'buy', 'vehicle', 'would', 'last', '20', 'year', 'last', '35', 'year', 'cost', 'still', 'upset', 'sold', 'lemon', 'called', 'attorney', 'never', 'received', 'call', 'back', 'bought', 'another', 'car']"
294,Feb 06,2017,"Fiesta SES 120-Hp,1.6L-Liter1-4 Regu",Jerking/Shuddering/Hesitation When Accelerating,"126,748 miles","['car', 'sometimes', 'driving', 'jerk', 'sometimes', 'stall', 'knocking', 'sound', 'taken', 'transmission', 'mechanic', 'check', 'say', 'got', 'bad', 'deal', 'still', 'making', 'car', 'payment', 'hurting', 'badly', 'sometimes', 'engine', 'light', 'come', 'well', 'left', 'window', 'passenger', 'side', 'go', 'downi', 'recall', 'ford', 'fix', 'clutch', 'left', 'front', 'window', 'passenger', 'side', 'repair', 'currently', 'problem', 'left', 'window', 'passenger', 'side', 'going', 'kept', 'maintenance', 'car', 'last', 'week', 'got', 'oil', 'change', 'came', 'home', 'oil', 'came', 'car', 'since', 'car', 'never', 'happenedi', 'contacted', 'car', 'mechanic', 'immediately', 'fix', 'came', 'took', 'car', 'flush', 'engine', 'gave', 'another', 'oil', 'fluid', 'change', 'need', 'ford', 'check', 'engine', 'transmission', 'owe', '500000', 'car', 'like', 'car', 'good', 'gas', 'afford', 'high', 'maintenance', 'car', 'payment', 'time', 'feel', 'car', 'put', 'anytime', 'feel', 'got', 'raw', 'deal']"
295,May 07,2017,Fiesta SE V6,Jerking/Shuddering/Hesitation When Accelerating,"88,235 miles","['car', 'manual', 'however', 'seems', 'want', 'depress', 'brake', 'pedal', 'roll', 'backwards', 'driving', 'jerk', 'sputter', 'occasion', 'nerve', 'racking', 'turn', 'left', 'busy', 'intersection', 'feel', 'like', 'going', 'stall', 'im', 'disappointed', 'cute', 'little', 'car']"
296,May 31,2013,Fiesta Powershift 1.6L,Jerking/Shuddering/Hesitation When Accelerating,"24,855 miles","['ford', 'sold', 'recalled', 'fiesta', 'south', 'africa', 'want', 'reported', 'issue', 'transmission', 'second', 'service', 'still', 'unwilling', 'fix', 'cost', 'done', 'software', 'update', 'temporary', 'fix', 'car', 'fitted', 'dsp', 'transmission', 'irreparable', 'want', 'pay', 'repair', 'test', 'back', 'forth', 'various', 'department', 'head', 'office', 'dealership', 'favour', 'buy', 'ford', 'bury', 'head', 'sand', 'problem', 'arises', 'find', 'every', 'excuse', 'fix', 'junk', 'sell']"
297,Jan 17,2017,Fiesta,Jerking/Shuddering/Hesitation When Accelerating,"72,000 miles","['son', 'car', 'problem', 'need', 'fixing', '2012', 'titanium', 'ford', 'focus', 'ford', 'replace', 'transmission', 'shuddered', 'flat', 'stopped', 'working', 'hoping', 'ford', 'fix']"
298,Sep 30,2016,Fiesta SE,Jerking/Shuddering/Hesitation When Accelerating,"56,500 miles","['couple', 'week', 'back', 'run', 'vehicle', 'health', 'report', '2011', 'ford', 'fiesta', 'se', 'hatch', 'anyone', 'care', 'sake', 'playing', 'feature', 'im', 'almost', '57k', 'figured', 'getting', 'ready', 'checkup', 'everything', 'checked', 'wonderfullyhowever', 'right', 'seemingly', 'normal', 'rattle', 'car', 'used', 'give', 'driving', 'started', 'become', 'significantly', 'worse', 'way', 'louder', 'noticeable', 'immediately', 'sure', 'health', 'report', 'blame', 'last', 'thing', 'done', 'thing', 'got', 'crazy', 'car', 'low', 'speed', 'sound', 'ridiculous', 'loud', 'grinding', 'shuddering', 'rev', 'super', 'high', 'like', '35k', 'barely', 'going', '1520mph', 'idle', 'high', 'shake', 'whole', 'car', 'gear', 'slip', 'upshifting', 'jerk', 'really', 'hard', 'downshifting', 'feel', 'dangerous', 'driving', 'city', 'ill', 'try', 'slow', 'behind', 'someone', 'jerk', 'forward', 'rev', 'really', 'hard', 'force', 'apply', 'brake', 'hard', 'stop', 'slamming', 'upshifting', 'weird', 'unpredictable', 'try', 'merge', 'highway', 'switch', 'lane', 'need', 'wait', 'huge', 'gap', 'trust', 'make', 'sometimes', 'pick', 'sometimes', 'doesnt', 'sometimes', 'cant', 'go', '25mph', 'suddenly', 'slip', 'jerk', 'gear', 'go', 'faster', 'needless', 'say', 'mechanic', 'found', 'nothing', 'wrong', 'car', 'zero', 'fault', 'code', 'replaced', 'alternator', 'belt', 'pretty', 'cookedthis', 'went', 'week', 'ran', 'vehicle', 'health', 'report', 'car', 'see', 'found', 'issue', 'nothing', 'within', '24', 'hour', 'warning', 'light', 'started', 'pop', 'sure', 'health', 'report', 'identified', 'issue', 'created', 'issue', 'went', 'ahead', 'googled', 'bunch', 'stuff', 'light', 'started', 'going', 'crazy', 'found', 'thing', 'linked', 'fsa', 'ford', 'put', 'tcm', 'went', 'nearest', 'dealer', 'said', 'theyd', 'fix', 'covered', 'lo', 'behold', 'get', 'call', 'saying', 'cant', 'fixed', 'woman', 'spoke', 'tell', 'alternator', 'isnt', 'charging', 'vehicle', 'enough', 'maf', 'sensor', 'throttle', 'body', 'faulty', 'cant', 'update', 'tcm', 'fixed', 'quoted', '1650', 'tax', '1800', 'ny', 'tax', 'bet', 'theyd', 'expect', 'tip', 'also', 'said', 'might', 'actually', 'fix', 'problem', 'think', 'going', 'help', 'spend', '1800', 'fixing', 'car', 'problem', 'recurs', 'like', 'ive', 'seen', 'lot', 'complaint', 'site', 'im', 'ton', 'money', 'reason', 'thing', 'feel', 'like', 'burden', 'im', 'scared', 'really', 'use', 'found', 'possible', 'fix', 'online', 'alternator', 'issue', 'involves', 'buffing', 'painted', 'slab', 'metal', 'grounding', 'battery', 'havent', 'tried', 'also', 'revved', 'engine', 'hard', 'highway', 'like', 'another', 'fix', 'said', 'actually', 'seemed', 'helped', 'lot', 'upshifting', 'still', 'jerk', 'hesitates', 'pick', 'seems', 'tiny', 'bit', 'better', 'fix', 'alternator', 'issue', 'without', 'replace', 'dont', 'think', 'bad', 'mechanic', 'didnt', 'find', 'issue', 'hopefully', 'software', 'reprogrammed', 'temporarily', 'fix', 'problem', 'wont', 'ford', 'put', 'fsa', 'throttle', 'body', 'like', 'fusion', 'know', 'stuff', 'faulty', 'let', 'car', 'sit', 'road', 'hazard', 'everyone', 'else']"
